#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06018;1;90;163847,73;3;20,95602;210;876;45;66;5;4479;59;129
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06019;1;74;120746,25;3;20,84831;210;582;28;49;5;3642;24;82
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06020;1;69;118550,96;3;20,71962;235;791;36;82;6;4683;9;94
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06021;1;67;367674,64;3;17,58459;210;775;23;87;6;2423;23;95
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06022;1;64;188352,20;3;19,48251;210;696;15;68;4;2525;8;84
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06023;1;58;150529,35;3;20,16614;220;653;22;75;6;3967;12;87
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06025;1;48;374672,96;3;19,65394;260;3059;25;468;17;5003;11;158
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06027;1;42;200014,46;3;21,30137;250;1058;15;194;5;2859;3;69
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06029;1;38;123087,96;3;17,76083;210;939;6;117;5;2045;2;45
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06030;1;36;201731,85;3;22,08135;250;1013;4;200;5;2543;3;59
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06031;1;30;110533,98;3;20,22685;210;775;4;182;4;2306;0;46
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06032;1;25;135764,75;3;19,24084;210;1177;6;291;6;2302;3;49
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06033;1;19;137192,37;3;20,24352;210;1563;5;399;5;2071;1;42
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06034;1;12;134689,72;3;20,77321;210;1448;5;396;3;1257;0;24
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06035;1;6;412504,13;3;18,76927;250;1590;0;226;2;65;0;10
LUIZA ADM. CONS. LTDA                                       ;60250776;202411;06037;1;4;138909,46;3;20,90616;220;1722;0;761;2;10;0;8
ÂNCORA ADM CONS S.A.                                        ;60375243;202411;00700;1;243;132552,42;99;20,84329;330;548;51;1;2;4544;307;27
ÂNCORA ADM CONS S.A.                                        ;60375243;202411;00704;1;6;81382,55;99;21,68334;300;649;1;95;2;106;9;11
ÂNCORA ADM CONS S.A.                                        ;60375243;202411;00705;1;50;277760,45;99;23,25181;300;1192;16;191;3;3857;24;33
ÂNCORA ADM CONS S.A.                                        ;60375243;202411;00706;1;17;145595,58;99;23,00222;300;1946;2;324;2;2165;4;19
ÂNCORA ADM CONS S.A.                                        ;60375243;202411;00707;1;7;378184,83;99;24,56612;300;1612;3;236;2;573;4;11
ÂNCORA ADM CONS S.A.                                        ;60375243;202411;00708;1;6;133333,33;99;4,33333;300;6;0;0;0;0;1;0
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00509;1;180;278673,32;3;19,90429;180;335;21;0;0;1103;333;1
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00510;1;177;126480,43;3;19,76718;180;229;14;0;0;1164;189;10
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00511;1;169;281938,34;3;19,75478;180;312;40;0;2;1113;218;17
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00512;1;167;129774,64;3;19,46084;180;236;5;0;0;1176;156;17
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00513;1;163;275965,53;3;19,96346;180;328;20;0;0;1349;214;25
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00514;1;149;464624,68;3;19,60222;180;348;22;1;4;1467;162;44
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00515;1;144;218675,65;3;19,44078;216;492;12;3;9;1932;149;117
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00516;1;144;104255,38;3;20,46601;240;493;15;6;6;2596;120;88
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00517;1;133;418495,12;3;20,59992;240;472;18;10;5;1776;87;70
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00518;1;133;218720,28;3;20,76651;240;488;15;7;6;2091;83;108
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00519;1;121;368970,43;3;20,48097;240;448;17;9;5;1784;61;79
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00520;1;117;200216,45;3;20,40216;240;449;5;26;3;2285;55;83
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00521;1;111;371719,02;3;20,46819;210;643;15;24;3;2643;74;89
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00522;1;99;185662,44;3;20,33997;210;475;24;27;4;2052;46;79
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00523;1;62;168499,54;3;21,44137;240;1017;8;82;10;4641;16;102
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00525;1;48;278457,83;3;21,69893;240;816;7;111;5;3078;5;55
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00527;1;27;123716,05;3;23,43856;240;944;4;129;2;2539;1;36
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00528;1;27;288613,03;3;22,50448;240;544;3;84;1;1179;2;22
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00529;1;13;177883,79;3;23,52749;240;818;1;154;1;690;1;9
UNIFISA ADM NAC CONS LTDA                                   ;60732997;202411;00530;1;13;320224,04;3;23,35910;300;862;3;217;1;654;0;12
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202411;1000;1;98;275376,00;3;22,46550;240;403;27;49;1;6060;8;32
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202411;1002;1;64;311906,00;3;23,25400;240;258;22;117;1;3579;3;18
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202411;1003;1;51;210586,00;3;23,68290;240;384;10;161;6;4232;5;32
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202411;1005;1;28;97489,00;3;23,65920;240;237;2;298;1;1692;1;11
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202411;1006;1;12;359243,00;3;22,42020;300;191;0;47;1;333;0;6
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA           ;61550836;202411;1007;1;6;100000,00;3;21,05340;300;534;1;64;1;5;0;6
REMAZA ADM CONS LTDA                                        ;62354055;202411;1521;1;202;474971,89;3;23,67794;244;546;0;3;3;2335;287;49
REMAZA ADM CONS LTDA                                        ;62354055;202411;1530;1;194;497215,96;3;23,70070;245;433;0;5;2;2471;134;52
REMAZA ADM CONS LTDA                                        ;62354055;202411;1534;1;163;250948,98;3;22,93646;251;271;0;9;1;1545;38;43
REMAZA ADM CONS LTDA                                        ;62354055;202411;1536;1;183;587718,85;3;22,07678;258;661;0;23;1;3100;159;73
REMAZA ADM CONS LTDA                                        ;62354055;202411;1538;1;174;255969,43;3;23,33227;245;345;0;15;2;2018;62;54
REMAZA ADM CONS LTDA                                        ;62354055;202411;1542;1;157;500683,88;3;20,46305;251;524;0;7;2;2449;73;57
REMAZA ADM CONS LTDA                                        ;62354055;202411;1545;1;148;230984,24;3;21,00661;243;307;0;9;2;1879;28;42
REMAZA ADM CONS LTDA                                        ;62354055;202411;1701;1;141;226807,01;3;21,84721;259;844;0;37;5;4821;63;105
REMAZA ADM CONS LTDA                                        ;62354055;202411;1702;1;137;585780,61;3;20,09167;247;367;0;15;3;1615;31;36
REMAZA ADM CONS LTDA                                        ;62354055;202411;1706;1;120;446174,72;3;16,78814;248;392;0;24;2;1202;30;27
REMAZA ADM CONS LTDA                                        ;62354055;202411;1707;1;112;191665,70;3;17,46940;255;546;0;42;3;2181;21;59
REMAZA ADM CONS LTDA                                        ;62354055;202411;1710;1;103;422293,09;3;17,19585;246;335;0;22;0;1291;13;27
REMAZA ADM CONS LTDA                                        ;62354055;202411;1713;1;92;198041,55;3;17,61562;253;431;0;40;2;1509;2;44
REMAZA ADM CONS LTDA                                        ;62354055;202411;1714;1;91;484330,62;3;17,06105;245;435;0;22;1;1327;7;24
REMAZA ADM CONS LTDA                                        ;62354055;202411;1717;1;84;459339,15;3;16,58336;244;371;0;24;2;1173;5;40
REMAZA ADM CONS LTDA                                        ;62354055;202411;1719;1;75;463396,12;3;18,73393;248;661;0;56;1;1997;10;41
REMAZA ADM CONS LTDA                                        ;62354055;202411;1720;1;72;186796,33;3;21,09070;244;905;0;72;1;2985;10;58
KSK ADM CONS LTDA.                                          ;62798475;202411;00700;1;50;189172,89;2;24,41650;220;650;42;219;3;5732;5;27
KSK ADM CONS LTDA.                                          ;62798475;202411;00701;1;47;197888,99;2;24,55710;220;506;62;263;4;4872;7;19
KSK ADM CONS LTDA.                                          ;62798475;202411;00702;1;42;280653,68;2;24,89330;220;680;41;216;2;3627;0;12
KSK ADM CONS LTDA.                                          ;62798475;202411;00703;1;42;250013,72;2;24,46440;220;517;23;134;2;2571;1;7
KSK ADM CONS LTDA.                                          ;62798475;202411;00704;1;27;342285,39;2;24,90900;220;999;47;725;5;4252;0;36
KSK ADM CONS LTDA.                                          ;62798475;202411;00706;1;6;289428,75;2;25,70680;220;1090;1;502;1;225;0;5
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202411;06001;1;149;397403,69;3;21,41814;160;273;12;1;0;1835;201;29
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202411;06600;1;26;296496,59;99;24,76176;210;3006;14;547;28;2986;10;178
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202411;06601;1;1;327682,78;99;24,84457;210;801;0;0;11;10;4;11
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202411;06650;1;5;145099,16;99;24,75578;210;2368;0;246;10;76;20;59
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202411;09900;1;86;320126,15;99;20,37669;180;583;36;46;5;2387;81;86
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202411;09901;1;69;382719,95;99;19,67312;180;395;19;25;3;1895;60;57
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202411;09960;1;64;107959,22;3;19,69796;180;422;27;41;7;2330;52;90
CANOPUS ADM CONSÓRCIOS                                      ;68318773;202411;09961;1;58;105535,77;99;20,17333;180;330;15;30;2;2164;47;69
BAMAQ ADM CONS LTDA                                         ;71045363;202411;04010;1;70;194466,17;99;17,79874;240;2477;19;747;8;2606;16;113
BREITKOPF ADM CONS LTDA                                     ;73235962;202411;5002;1;33;146210,41;3;23,36803;240;809;5;65;3;611;0;23
BREITKOPF ADM CONS LTDA                                     ;73235962;202411;5003;1;7;228563,54;3;22,99033;220;338;0;24;1;8;0;7
HS ADM CONS LTDA                                            ;73516106;202411;1028;1;150;92026,22;3;20,96563;150;597;14;0;0;1029;595;10
HS ADM CONS LTDA                                            ;73516106;202411;1029;1;146;393281,91;3;21,89252;180;852;51;4;4;1275;378;111
HS ADM CONS LTDA                                            ;73516106;202411;1030;1;141;95778,36;3;21,00000;150;686;33;1;0;1073;484;52
HS ADM CONS LTDA                                            ;73516106;202411;1031;1;139;330118,25;3;21,81999;180;908;40;3;11;1145;327;150
HS ADM CONS LTDA                                            ;73516106;202411;1032;1;133;240789,32;3;21,89962;180;794;56;15;8;1266;220;115
HS ADM CONS LTDA                                            ;73516106;202411;1033;1;128;304107,21;3;21,89850;180;813;44;10;4;1298;205;108
HS ADM CONS LTDA                                            ;73516106;202411;1034;1;123;152932,86;3;21,97333;180;764;54;7;8;1360;186;112
HS ADM CONS LTDA                                            ;73516106;202411;1035;1;120;163582,29;3;21,97412;180;812;27;11;8;1414;155;126
HS ADM CONS LTDA                                            ;73516106;202411;1036;1;117;251991,16;3;22,00000;180;783;27;12;7;1093;141;120
HS ADM CONS LTDA                                            ;73516106;202411;1037;1;114;162330,09;3;21,97132;180;729;29;9;2;1346;129;92
HS ADM CONS LTDA                                            ;73516106;202411;1038;1;111;284071,80;3;21,94614;180;754;52;11;6;1030;91;122
HS ADM CONS LTDA                                            ;73516106;202411;1039;1;110;139988,66;3;22,00000;180;728;52;19;7;1432;84;120
HS ADM CONS LTDA                                            ;73516106;202411;1040;1;106;139778,11;3;22,00000;180;719;30;19;4;1363;74;84
HS ADM CONS LTDA                                            ;73516106;202411;1041;1;103;343329,85;3;22,00000;180;718;35;13;4;1100;64;92
HS ADM CONS LTDA                                            ;73516106;202411;1042;1;103;174243,62;3;22,00000;180;705;46;15;4;1255;83;83
HS ADM CONS LTDA                                            ;73516106;202411;1043;1;100;145199,30;3;22,00000;180;638;31;10;3;1278;46;88
HS ADM CONS LTDA                                            ;73516106;202411;1044;1;97;145520,28;3;21,97105;180;691;51;18;3;1318;59;92
HS ADM CONS LTDA                                            ;73516106;202411;1045;1;96;328665,43;3;22,00000;180;731;27;19;3;1050;42;87
HS ADM CONS LTDA                                            ;73516106;202411;1046;1;94;149170,99;3;22,00000;180;681;33;12;4;1321;39;77
HS ADM CONS LTDA                                            ;73516106;202411;1047;1;91;149163,50;3;21,98459;180;669;31;14;3;1250;30;75
HS ADM CONS LTDA                                            ;73516106;202411;1048;1;90;341055,97;3;22,00000;180;702;21;12;4;1017;24;82
HS ADM CONS LTDA                                            ;73516106;202411;1049;1;89;135803,72;3;21,74640;180;636;35;23;3;1262;30;71
HS ADM CONS LTDA                                            ;73516106;202411;1050;1;88;700979,20;3;21,90791;200;1002;52;21;6;1800;14;125
HS ADM CONS LTDA                                            ;73516106;202411;1051;1;87;125076,19;3;21,88660;180;691;47;38;5;1190;24;94
HS ADM CONS LTDA                                            ;73516106;202411;1052;1;86;244774,19;3;21,77582;180;690;31;15;4;969;28;83
HS ADM CONS LTDA                                            ;73516106;202411;1053;1;85;124977,68;3;21,95168;180;629;33;21;3;1142;14;82
HS ADM CONS LTDA                                            ;73516106;202411;1054;1;80;114991,46;3;22,00000;180;536;24;14;2;1129;14;60
HS ADM CONS LTDA                                            ;73516106;202411;1055;1;80;151587,73;3;21,93130;180;578;29;22;3;1128;15;76
HS ADM CONS LTDA                                            ;73516106;202411;1056;1;80;241178,85;3;21,85406;180;573;21;9;5;915;12;68
HS ADM CONS LTDA                                            ;73516106;202411;1057;1;76;117711,21;3;21,98176;180;560;28;15;2;1085;7;60
HS ADM CONS LTDA                                            ;73516106;202411;1058;1;76;155612,28;3;21,92580;180;543;29;21;2;1035;12;61
HS ADM CONS LTDA                                            ;73516106;202411;1059;1;75;235517,92;3;21,90300;180;523;30;14;2;893;12;61
HS ADM CONS LTDA                                            ;73516106;202411;1060;1;72;106551,27;3;21,86641;180;491;23;10;2;1018;10;42
HS ADM CONS LTDA                                            ;73516106;202411;1061;1;72;139277,98;3;21,98854;180;579;22;10;3;1087;9;63
HS ADM CONS LTDA                                            ;73516106;202411;1062;1;70;629704,52;3;21,97718;200;904;30;30;5;1566;6;78
HS ADM CONS LTDA                                            ;73516106;202411;1063;1;69;311679,27;3;21,79223;180;877;41;35;5;1438;9;89
HS ADM CONS LTDA                                            ;73516106;202411;1064;1;68;222980,78;3;21,79907;180;588;40;19;3;1004;4;55
HS ADM CONS LTDA                                            ;73516106;202411;1065;1;68;111124,07;3;21,94574;180;481;18;17;3;1026;0;44
HS ADM CONS LTDA                                            ;73516106;202411;1066;1;68;145025,28;3;21,96672;180;591;23;17;2;1007;3;55
HS ADM CONS LTDA                                            ;73516106;202411;1067;1;64;149566,50;3;21,98167;180;549;19;32;3;1049;2;54
HS ADM CONS LTDA                                            ;73516106;202411;1068;1;64;113820,79;3;22,00000;180;490;25;15;2;1052;3;40
HS ADM CONS LTDA                                            ;73516106;202411;1069;1;61;123345,08;3;21,98177;180;1110;52;45;4;1992;8;109
HS ADM CONS LTDA                                            ;73516106;202411;1070;1;61;183112,37;3;22,00000;180;900;42;44;4;1943;6;78
HS ADM CONS LTDA                                            ;73516106;202411;1071;1;61;303511,74;3;21,98846;180;888;43;22;4;1690;7;76
HS ADM CONS LTDA                                            ;73516106;202411;1072;1;58;117571,89;3;21,97718;180;891;34;39;4;2097;7;91
HS ADM CONS LTDA                                            ;73516106;202411;1073;1;56;120490,50;3;21,98935;180;963;27;43;6;1969;8;81
HS ADM CONS LTDA                                            ;73516106;202411;1074;1;54;124176,21;3;22,00000;180;1017;36;43;5;1771;1;88
HS ADM CONS LTDA                                            ;73516106;202411;1075;1;54;455576,24;3;22,00000;200;1008;23;36;5;1682;1;85
HS ADM CONS LTDA                                            ;73516106;202411;1076;1;53;216444,92;3;22,00000;180;1071;30;34;6;1723;2;92
HS ADM CONS LTDA                                            ;73516106;202411;1077;1;53;122284,39;3;22,00000;180;927;38;62;4;1839;0;88
HS ADM CONS LTDA                                            ;73516106;202411;1078;1;51;112549,88;3;21,99359;180;1002;31;42;6;1758;3;78
HS ADM CONS LTDA                                            ;73516106;202411;1079;1;51;195852,06;3;21,98089;180;1084;30;37;4;1632;6;93
HS ADM CONS LTDA                                            ;73516106;202411;1080;1;46;422166,76;3;22,00000;200;1064;15;45;5;1614;0;74
HS ADM CONS LTDA                                            ;73516106;202411;1081;1;50;113556,14;3;22,00000;180;941;38;54;5;1868;1;84
HS ADM CONS LTDA                                            ;73516106;202411;1082;1;49;114425,86;3;22,00000;180;936;33;53;5;1822;4;76
HS ADM CONS LTDA                                            ;73516106;202411;1083;1;49;200059,06;3;21,97961;180;980;46;53;5;1746;4;91
HS ADM CONS LTDA                                            ;73516106;202411;1084;1;48;107440,60;3;22,00000;180;935;36;46;5;1844;2;89
HS ADM CONS LTDA                                            ;73516106;202411;1085;1;47;205341,21;3;22,00000;180;999;17;50;4;1849;1;71
HS ADM CONS LTDA                                            ;73516106;202411;1086;1;47;115878,09;3;22,00000;180;977;23;31;5;1836;1;77
HS ADM CONS LTDA                                            ;73516106;202411;1087;1;45;193510,75;3;22,00000;180;1046;22;37;5;1713;2;70
HS ADM CONS LTDA                                            ;73516106;202411;1088;1;45;106069,48;3;22,00000;180;983;23;30;4;1819;1;80
HS ADM CONS LTDA                                            ;73516106;202411;1089;1;44;106706,62;3;22,00000;180;992;29;40;4;1705;2;77
HS ADM CONS LTDA                                            ;73516106;202411;1090;1;44;157055,68;3;21,98900;180;944;15;41;4;1413;2;74
HS ADM CONS LTDA                                            ;73516106;202411;1091;1;43;244826,23;3;22,00000;180;930;18;30;5;1451;0;88
HS ADM CONS LTDA                                            ;73516106;202411;1092;1;42;510544,83;3;22,00000;200;975;12;31;3;1314;1;63
HS ADM CONS LTDA                                            ;73516106;202411;1093;1;42;105903,11;3;22,00000;180;1003;19;50;5;1698;5;83
HS ADM CONS LTDA                                            ;73516106;202411;1094;1;41;105125,40;3;22,00000;180;1062;29;46;5;1736;2;79
HS ADM CONS LTDA                                            ;73516106;202411;1095;1;40;154266,15;3;22,00000;180;1025;26;30;6;1478;4;74
HS ADM CONS LTDA                                            ;73516106;202411;1096;1;40;106071,69;3;22,00000;180;1028;19;58;4;1690;2;72
HS ADM CONS LTDA                                            ;73516106;202411;1097;1;38;236300,57;4;22,00000;180;1031;20;55;4;1481;0;79
HS ADM CONS LTDA                                            ;73516106;202411;1098;1;39;106755,15;4;22,00000;180;1073;13;60;4;1755;2;74
HS ADM CONS LTDA                                            ;73516106;202411;1099;1;38;155136,36;4;22,00000;180;1013;21;55;4;1397;1;64
HS ADM CONS LTDA                                            ;73516106;202411;1100;1;37;566658,75;4;22,00000;200;1023;11;60;3;1436;0;62
HS ADM CONS LTDA                                            ;73516106;202411;1101;1;37;331263,52;4;22,00000;200;1250;25;65;5;1531;0;76
HS ADM CONS LTDA                                            ;73516106;202411;1102;1;37;104808,20;4;22,00000;180;1179;25;76;4;1722;0;87
HS ADM CONS LTDA                                            ;73516106;202411;1103;1;35;99822,45;4;22,00000;180;1156;20;56;6;1649;1;80
HS ADM CONS LTDA                                            ;73516106;202411;1104;1;34;99046,81;4;22,00000;180;1226;16;49;5;1563;0;72
HS ADM CONS LTDA                                            ;73516106;202411;1105;1;33;149084,35;4;22,00000;180;1054;16;59;4;1424;0;76
HS ADM CONS LTDA                                            ;73516106;202411;1106;1;32;657689,56;4;22,00000;220;2750;16;130;6;2282;0;108
HS ADM CONS LTDA                                            ;73516106;202411;1107;1;33;100948,05;4;22,00000;180;1227;14;67;5;1494;1;86
HS ADM CONS LTDA                                            ;73516106;202411;1108;1;31;302921,36;4;22,00000;200;1482;5;77;4;1462;0;67
HS ADM CONS LTDA                                            ;73516106;202411;1109;1;31;98218,63;4;22,00000;180;1096;16;57;4;1482;0;74
HS ADM CONS LTDA                                            ;73516106;202411;1110;1;31;98154,90;4;22,00000;180;1158;9;74;4;1508;1;67
HS ADM CONS LTDA                                            ;73516106;202411;1111;1;30;215326,47;4;22,00000;180;1223;12;66;4;1320;0;68
HS ADM CONS LTDA                                            ;73516106;202411;1112;1;30;145937,49;4;22,00000;180;1153;15;78;5;1457;0;72
HS ADM CONS LTDA                                            ;73516106;202411;1113;1;29;97395,75;4;22,00000;180;1521;12;86;6;1465;0;80
HS ADM CONS LTDA                                            ;73516106;202411;1114;1;27;656554,27;3;22,00000;220;2740;10;167;8;1995;0;92
HS ADM CONS LTDA                                            ;73516106;202411;1115;1;27;307529,57;3;22,00000;200;1642;6;93;5;1309;0;63
HS ADM CONS LTDA                                            ;73516106;202411;1116;1;27;100145,96;3;22,00000;180;1625;14;106;5;1516;0;83
HS ADM CONS LTDA                                            ;73516106;202411;1117;1;26;100347,60;3;22,00000;180;1628;13;107;6;1409;0;80
HS ADM CONS LTDA                                            ;73516106;202411;1118;1;26;149452,99;3;22,00000;180;1345;10;102;5;1284;0;66
HS ADM CONS LTDA                                            ;73516106;202411;1119;1;24;96382,88;3;22,00000;180;1588;9;127;6;1358;0;83
HS ADM CONS LTDA                                            ;73516106;202411;1120;1;23;94982,96;3;22,00000;180;1618;7;84;7;1349;0;71
HS ADM CONS LTDA                                            ;73516106;202411;1121;1;21;616919,72;3;21,99648;220;2426;11;187;7;1557;0;76
HS ADM CONS LTDA                                            ;73516106;202411;1122;1;21;208145,05;3;21,99223;180;1324;3;89;5;1104;0;62
HS ADM CONS LTDA                                            ;73516106;202411;1123;1;21;289446,61;3;22,00000;200;1681;5;101;6;1082;0;59
HS ADM CONS LTDA                                            ;73516106;202411;1124;1;22;95264,81;3;22,00000;180;1767;6;102;6;1200;0;80
HS ADM CONS LTDA                                            ;73516106;202411;1125;1;21;94925,37;3;22,00000;180;1810;7;99;6;1181;0;67
HS ADM CONS LTDA                                            ;73516106;202411;1126;1;20;142239,97;3;22,00000;180;1384;4;75;5;1054;0;51
HS ADM CONS LTDA                                            ;73516106;202411;1127;1;20;95902,43;3;22,00000;180;1836;3;96;7;983;1;68
HS ADM CONS LTDA                                            ;73516106;202411;1128;1;17;632807,90;3;21,99771;220;2671;3;211;7;1215;0;58
HS ADM CONS LTDA                                            ;73516106;202411;1129;1;17;293208,79;3;22,00000;200;1742;3;114;6;867;0;44
HS ADM CONS LTDA                                            ;73516106;202411;1130;1;18;96246,98;3;22,00000;180;1828;7;123;5;942;0;69
HS ADM CONS LTDA                                            ;73516106;202411;1131;1;17;95917,69;3;22,00000;180;1801;7;118;7;1000;0;62
HS ADM CONS LTDA                                            ;73516106;202411;1132;1;16;143930,92;3;22,00000;180;1505;2;96;4;824;0;52
HS ADM CONS LTDA                                            ;73516106;202411;1133;1;15;97090,76;3;22,00000;180;1826;8;143;7;849;0;53
HS ADM CONS LTDA                                            ;73516106;202411;1134;1;14;313693,74;3;22,00000;200;1797;1;131;6;730;0;40
HS ADM CONS LTDA                                            ;73516106;202411;1135;1;14;821491,98;3;22,00000;220;2223;2;189;5;903;0;38
HS ADM CONS LTDA                                            ;73516106;202411;1136;1;14;96597,30;3;22,00000;180;1777;7;196;7;881;0;44
HS ADM CONS LTDA                                            ;73516106;202411;1137;1;13;215588,85;3;22,00000;180;1350;4;114;3;527;0;28
HS ADM CONS LTDA                                            ;73516106;202411;1138;1;12;91277,67;3;22,00000;180;1834;3;146;6;835;0;38
HS ADM CONS LTDA                                            ;73516106;202411;1139;1;12;135594,64;3;22,00000;180;1623;2;165;4;502;0;34
HS ADM CONS LTDA                                            ;73516106;202411;1140;1;11;305305,81;3;21,99776;200;1829;2;133;4;526;0;28
HS ADM CONS LTDA                                            ;73516106;202411;1141;1;11;108865,94;3;22,00000;180;2751;2;205;9;943;0;61
HS ADM CONS LTDA                                            ;73516106;202411;1142;1;8;109798,59;3;22,00000;180;2762;0;216;7;565;0;48
HS ADM CONS LTDA                                            ;73516106;202411;1143;1;8;250447,96;3;21,99807;200;2748;0;221;6;563;0;40
HS ADM CONS LTDA                                            ;73516106;202411;1144;1;8;530348,00;3;22,00000;220;2712;1;218;4;415;0;26
HS ADM CONS LTDA                                            ;73516106;202411;1145;1;6;108779,42;3;22,00000;180;2722;0;240;7;409;0;37
HS ADM CONS LTDA                                            ;73516106;202411;1146;1;5;245185,19;3;21,99778;200;2792;1;178;5;304;0;28
HS ADM CONS LTDA                                            ;73516106;202411;1147;1;4;109067,20;3;22,00000;180;2661;1;321;6;90;0;26
HS ADM CONS LTDA                                            ;73516106;202411;1148;1;2;530498,65;3;22,00000;220;2587;0;0;4;0;0;9
HS ADM CONS LTDA                                            ;73516106;202411;1149;1;2;245308,44;3;22,00000;200;2999;0;0;8;1;0;15
HS ADM CONS LTDA                                            ;73516106;202411;1150;1;8;1056352,54;3;22,00000;220;2420;1;149;3;320;0;18
HS ADM CONS LTDA                                            ;73516106;202411;1151;1;1;108436,00;3;22,00000;180;2921;0;0;9;1;0;9
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202411;1511;1;145;555790,49;3;17,85000;180;329;43;5;1;337;226;28
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202411;1512;1;135;223158,70;3;18,69000;180;365;51;9;3;550;187;46
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202411;1513;1;133;622274,79;3;17,79000;180;414;44;10;1;468;206;39
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202411;1514;1;130;213910,27;3;18,16000;180;345;42;11;2;605;138;44
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202411;1515;1;127;214771,20;3;17,61000;180;362;46;13;2;609;132;59
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202411;1516;1;124;612305,72;3;17,70000;180;428;57;16;1;528;169;53
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202411;1517;1;121;201058,03;3;18,21000;180;383;47;18;2;667;132;51
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202411;1518;1;115;239893,05;3;19,36000;180;342;50;27;1;607;103;39
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202411;1519;1;112;234550,11;3;19,15000;180;411;55;12;2;683;101;57
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202411;1520;1;109;554207,56;3;17,75000;180;365;52;10;2;518;121;34
SERVOPA ADM CONSÓRCIOS                                      ;76515071;202411;1521;1;107;222572,72;3;19,71000;180;321;52;25;2;654;71;42
